chr1	0	1000000	1.11575
chr1	1000000	2000000	1.11575
chr1	2000000	3000000	1.11575
chr1	3000000	4000000	1.80707
chr1	4000000	5000000	2.50708
chr1	5000000	6000000	2.27971
chr1	6000000	7000000	2.13054
chr1	7000000	8000000	1.69054
chr1	8000000	9000000	1.21922
chr1	9000000	10000000	1.701
chr1	10000000	11000000	1.47022
chr1	11000000	12000000	3.06032
chr1	12000000	13000000	0.998319
chr1	13000000	14000000	1.83359
chr1	14000000	15000000	2.12662
chr1	15000000	16000000	2.33369
chr1	16000000	17000000	1.7821
chr1	17000000	18000000	1.7821
chr1	18000000	19000000	3.37568
chr1	19000000	20000000	2.13351
chr1	20000000	21000000	1.82372
chr1	21000000	22000000	1.26836
chr1	22000000	23000000	1.01267
chr1	23000000	24000000	1.37607
chr1	24000000	25000000	1.24234
chr1	25000000	26000000	0.531947
chr1	26000000	27000000	0.896887
chr1	27000000	28000000	0.85944
chr1	28000000	29000000	0.267323
chr1	29000000	30000000	1.29668
chr1	30000000	31000000	1.80378
chr1	31000000	32000000	1.84411
chr1	32000000	33000000	0.818903
chr1	33000000	34000000	0.702879
chr1	34000000	35000000	2.45759
chr1	35000000	36000000	0.477283
chr1	36000000	37000000	1.55925
chr1	37000000	38000000	1.73339
chr1	38000000	39000000	1.80859
chr1	39000000	40000000	1.60198
chr1	40000000	41000000	2.16969
chr1	41000000	42000000	0.888071
chr1	42000000	43000000	0.604508
chr1	43000000	44000000	0.796872
chr1	44000000	45000000	1.1232
chr1	45000000	46000000	0.355908
chr1	46000000	47000000	0.098774
chr1	47000000	48000000	1.57055
chr1	48000000	49000000	1.10592
chr1	49000000	50000000	0.275107
chr1	50000000	51000000	0.286012
chr1	51000000	52000000	0.259136
chr1	52000000	53000000	0.384883
chr1	53000000	54000000	1.38208
chr1	54000000	55000000	2.19835
chr1	55000000	56000000	1.26919
chr1	56000000	57000000	1.3642
chr1	57000000	58000000	1.98169
chr1	58000000	59000000	1.72525
chr1	59000000	60000000	2.22137
chr1	60000000	61000000	0.304457
chr1	61000000	62000000	2.20986
chr1	62000000	63000000	0.912259
chr1	63000000	64000000	1.39982
chr1	64000000	65000000	1.54701
chr1	65000000	66000000	0.575312
chr1	66000000	67000000	1.0568
chr1	67000000	68000000	1.72101
chr1	68000000	69000000	1.5768
chr1	69000000	70000000	0.842798
chr1	70000000	71000000	0.677975
chr1	71000000	72000000	1.27633
chr1	72000000	73000000	0.391037
chr1	73000000	74000000	0.106035
chr1	74000000	75000000	0.434266
chr1	75000000	76000000	0.662906
chr1	76000000	77000000	1.47582
chr1	77000000	78000000	0.991989
chr1	78000000	79000000	0.257212
chr1	79000000	80000000	0.937685
chr1	80000000	81000000	0.65562
chr1	81000000	82000000	1.81543
chr1	82000000	83000000	0.596247
chr1	83000000	84000000	0.641528
chr1	84000000	85000000	0.500065
chr1	85000000	86000000	1.41123
chr1	86000000	87000000	0.822212
chr1	87000000	88000000	0.886431
chr1	88000000	89000000	1.25756
chr1	89000000	90000000	0.962845
chr1	90000000	91000000	0.962845
chr1	91000000	92000000	1.02263
chr1	92000000	93000000	0.405478
chr1	93000000	94000000	0.853889
chr1	94000000	95000000	0.803616
chr1	95000000	96000000	0.825989
chr1	96000000	97000000	0.462033
chr1	97000000	98000000	0.449028
chr1	98000000	99000000	0.926606
chr1	99000000	100000000	1.07207
chr1	100000000	101000000	0.723826
chr1	101000000	102000000	0.357276
chr1	102000000	103000000	1.29089
chr1	103000000	104000000	0.14876
chr1	104000000	105000000	0.763288
chr1	105000000	106000000	1.21398
chr1	106000000	107000000	0.518749
chr1	107000000	108000000	0.822367
chr1	108000000	109000000	0.961474
chr1	109000000	110000000	1.39773
chr1	110000000	111000000	1.44397
chr1	111000000	112000000	0.974432
chr1	112000000	113000000	1.66002
chr1	113000000	114000000	1.39
chr1	114000000	115000000	0.682164
chr1	115000000	116000000	0.50805
chr1	116000000	117000000	1.86037
chr1	117000000	118000000	1.31627
chr1	118000000	119000000	0.354381
chr1	119000000	120000000	0.662781
chr1	120000000	121000000	0.28695
chr1	143000000	144000000	0.042354
chr1	144000000	145000000	0.042354
chr1	145000000	146000000	0.022535
chr1	146000000	147000000	0
chr1	147000000	148000000	0.254415
chr1	148000000	149000000	1.18831
chr1	149000000	150000000	1.18831
chr1	150000000	151000000	0.218956
chr1	151000000	152000000	0.856771
chr1	152000000	153000000	0.76571
chr1	153000000	154000000	0.610109
chr1	154000000	155000000	0.947186
chr1	155000000	156000000	1.25546
chr1	156000000	157000000	1.39976
chr1	157000000	158000000	1.03351
chr1	158000000	159000000	1.95224
chr1	159000000	160000000	2.16753
chr1	160000000	161000000	1.74346
chr1	161000000	162000000	1.13896
chr1	162000000	163000000	1.70872
chr1	163000000	164000000	1.41056
chr1	164000000	165000000	2.81021
chr1	165000000	166000000	1.61644
chr1	166000000	167000000	1.04086
chr1	167000000	168000000	2.28249
chr1	168000000	169000000	1.30773
chr1	169000000	170000000	1.45246
chr1	170000000	171000000	1.76566
chr1	171000000	172000000	0.648835
chr1	172000000	173000000	0.132118
chr1	173000000	174000000	1.26319
chr1	174000000	175000000	0.133073
chr1	175000000	176000000	1.33102
chr1	176000000	177000000	0.755905
chr1	177000000	178000000	0.8734
chr1	178000000	179000000	0.49525
chr1	179000000	180000000	0.51518
chr1	180000000	181000000	0.656214
chr1	181000000	182000000	1.83346
chr1	182000000	183000000	1.48939
chr1	183000000	184000000	1.05198
chr1	184000000	185000000	0.905121
chr1	185000000	186000000	0.482472
chr1	186000000	187000000	0.777922
chr1	187000000	188000000	0.836056
chr1	188000000	189000000	0.763551
chr1	189000000	190000000	0.370691
chr1	190000000	191000000	0.740561
chr1	191000000	192000000	0.158749
chr1	192000000	193000000	1.07066
chr1	193000000	194000000	1.46429
chr1	194000000	195000000	0.611659
chr1	195000000	196000000	0.288268
chr1	196000000	197000000	0.287619
chr1	197000000	198000000	0.665611
chr1	198000000	199000000	0.416733
chr1	199000000	200000000	0.645925
chr1	200000000	201000000	1.10941
chr1	201000000	202000000	3.24049
chr1	202000000	203000000	2.1805
chr1	203000000	204000000	1.9989
chr1	204000000	205000000	1.46629
chr1	205000000	206000000	1.6212
chr1	206000000	207000000	1.89244
chr1	207000000	208000000	0.475339
chr1	208000000	209000000	1.81887
chr1	209000000	210000000	1.61943
chr1	210000000	211000000	1.14636
chr1	211000000	212000000	0.579525
chr1	212000000	213000000	0.957879
chr1	213000000	214000000	1.85875
chr1	214000000	215000000	1.39385
chr1	215000000	216000000	0.357549
chr1	216000000	217000000	2.4471
chr1	217000000	218000000	1.69318
chr1	218000000	219000000	1.03463
chr1	219000000	220000000	0.463365
chr1	220000000	221000000	0.916776
chr1	221000000	222000000	0.836559
chr1	222000000	223000000	0.552677
chr1	223000000	224000000	0.847678
chr1	224000000	225000000	0.652775
chr1	225000000	226000000	0.631687
chr1	226000000	227000000	0.751111
chr1	227000000	228000000	0.95442
chr1	228000000	229000000	0.95442
chr1	229000000	230000000	0.826075
chr1	230000000	231000000	1.54
chr1	231000000	232000000	0.68
chr1	232000000	233000000	2.80769
chr1	233000000	234000000	1.77681
chr1	234000000	235000000	2.3057
chr1	235000000	236000000	2.47673
chr1	236000000	237000000	2.8672
chr1	237000000	238000000	2.41235
chr1	238000000	239000000	2.41235
chr1	239000000	240000000	2.19161
chr1	240000000	241000000	3.01897
chr1	241000000	242000000	2.32045
chr1	242000000	243000000	2.77015
chr1	243000000	244000000	0.89862
chr1	244000000	245000000	3.31838
chr1	245000000	246000000	3.25033
chr1	246000000	247000000	1.88017
chr1	247000000	248000000	1.92338
chr1	248000000	249000000	0.26911
chr2	0	1000000	3.0552
chr2	1000000	2000000	1.324
chr2	2000000	3000000	2.22475
chr2	3000000	4000000	2.39292
chr2	4000000	5000000	2.28167
chr2	5000000	6000000	2.35864
chr2	6000000	7000000	2.3582
chr2	7000000	8000000	3.46643
chr2	8000000	9000000	3.46177
chr2	9000000	10000000	2.65691
chr2	10000000	11000000	2.36988
chr2	11000000	12000000	2.56515
chr2	12000000	13000000	2.83091
chr2	13000000	14000000	1.12355
chr2	14000000	15000000	0.472798
chr2	15000000	16000000	1.59015
chr2	16000000	17000000	2.6862
chr2	17000000	18000000	0.740845
chr2	18000000	19000000	1.28468
chr2	19000000	20000000	0.90457
chr2	20000000	21000000	2.199
chr2	21000000	22000000	1.12743
chr2	22000000	23000000	0.903651
chr2	23000000	24000000	1.44215
chr2	24000000	25000000	0.158526
chr2	25000000	26000000	0.693727
chr2	26000000	27000000	1.22732
chr2	27000000	28000000	0.747399
chr2	28000000	29000000	0.291559
chr2	29000000	30000000	1.50172
chr2	30000000	31000000	1.86527
chr2	31000000	32000000	1.21401
chr2	32000000	33000000	0.384192
chr2	33000000	34000000	1.2219
chr2	34000000	35000000	1.41181
chr2	35000000	36000000	1.16152
chr2	36000000	37000000	1.43909
chr2	37000000	38000000	1.27358
chr2	38000000	39000000	1.43295
chr2	39000000	40000000	0.752886
chr2	40000000	41000000	0.684773
chr2	41000000	42000000	0.668571
chr2	42000000	43000000	1.11402
chr2	43000000	44000000	1.48371
chr2	44000000	45000000	1.28951
chr2	45000000	46000000	1.59192
chr2	46000000	47000000	1.58722
chr2	47000000	48000000	0.810601
chr2	48000000	49000000	0.810601
chr2	49000000	50000000	0.810601
chr2	50000000	51000000	0.810601
chr2	51000000	52000000	0.806526
chr2	52000000	53000000	0.839897
chr2	53000000	54000000	0.45253
chr2	54000000	55000000	0.245418
chr2	55000000	56000000	0.842089
chr2	56000000	57000000	0.842089
chr2	57000000	58000000	0.972951
chr2	58000000	59000000	0.437453
chr2	59000000	60000000	0.875759
chr2	60000000	61000000	1.11364
chr2	61000000	62000000	0.290602
chr2	62000000	63000000	0.697628
chr2	63000000	64000000	0.002372
chr2	64000000	65000000	1.10989
chr2	65000000	66000000	2.05048
chr2	66000000	67000000	1.38746
chr2	67000000	68000000	1.52603
chr2	68000000	69000000	1.0895
chr2	69000000	70000000	0.806387
chr2	70000000	71000000	1.1693
chr2	71000000	72000000	2.68913
chr2	72000000	73000000	0.691833
chr2	73000000	74000000	1.0098
